Tree,Lanzinger-Barcelo,PACT
0,0.02356743812561035,0.05423705577850342
1,0.02276113033294678,0.05116081237792969
2,0.02283506393432617,0.05202336311340332
3,0.022209644317626953,0.05299553871154785
4,0.022461938858032226,0.05847642421722412
5,0.02257382869720459,0.05141892433166504
6,0.022012090682983397,0.05163488388061523
7,0.022464346885681153,0.051341676712036134
8,0.022592687606811525,0.055281782150268556
9,0.022896480560302735,0.0545097827911377
10,0.022553348541259767,0.05116229057312012
